Category,Subcategory,Note,Amount,Hour,DayOfWeek,Payment Mode
Household,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,88.0,19,Thursday,Cash
Food,snacks,2 Bhaji pav + 1 vadapav,45.0,19,Thursday,Cash
Household,Appliances,Wifi Router TP link,1400.0,19,Tuesday,Card
Food,Milk,1.5 lit milk ,99.0,12,Tuesday,Other
Household,Appliances,Steam machine,320.0,20,Monday,Card
Household,Kirana,Biscuits+ onions,112.0,11,Monday,Card
Festivals,Navratri,Ganpati+ navratri vargani,800.0,0,Friday,Cash
Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1665.0,0,Friday,Other
Gift,Other,Rakshabandhan ovalini,500.0,0,Wednesday,Cash
Transportation,Bus,2 CD to Place 1: shivshahi,470.0,0,Wednesday,Cash
Transportation,auto,within city,100.0,0,Wednesday,Cash
Transportation,Bus,2 Place 1 to VN,330.0,0,Wednesday,Cash
Transportation,auto,Current Residence to Place 1 bus stop highway,60.0,0,Wednesday,Cash
Household,Kirana,Dahi (42) + Vanilla essance (34),76.0,0,Sunday,Other
Food,Milk,milk 1lit ,66.0,0,Sunday,Other
Household,Toiletries,Dettol liquid handwash refill,218.0,0,Friday,Other
Health,Medicine,Move jel,125.0,0,Friday,Other
Tourism,Trip,Tours and Travel,43000.0,0,Tuesday,Other
Food,Milk,milk 1lit ,66.0,0,Tuesday,Other
Family,Pocket money,,5000.0,0,Saturday,Other
Food,Milk,Half lit  milk,33.0,0,Saturday,Other
Health,Medicine,Vicks VapoRub,22.0,0,Thursday,Cash
subscription,Newspaper,,170.0,0,Thursday,Other
Household,Kirana,,302.0,0,Thursday,Cash
Food,breakfast,krack Jack biscuits,5.0,0,Thursday,Other
Food,Lunch,5 chapati,25.0,0,Thursday,Other
Gift,Other,Purse on occasion of Rakshabandhan,909.0,0,Monday,Card
Gift,Other,Purse on occasion of Rakshabandhan,1145.0,0,Monday,Card
Apparel,Clothing,Family's dresses,989.0,0,Monday,Card
Health,Medicine,Cinarest,27.0,0,Monday,Other
Family,Pocket money,Change,100.0,0,Monday,Cash
Health,Hospital,Medical tests - Family,6190.0,0,Monday,Other
subscription,Mobile Service Provider,Family Mobile Service Provider recharge,2999.0,0,Saturday,Other
Food,Milk,milk 1lit ,68.0,0,Saturday,Other
subscription,Newspaper,,170.0,0,Wednesday,Other
subscription,Edtech Course,,2700.0,0,Wednesday,Other
Food,snacks,Maggie 1 pck,14.0,0,Wednesday,Other
Food,Milk,milk 1lit ,66.0,0,Wednesday,Other
Apparel,Clothing,Myntra - tshirt+ denim shorts,399.0,0,Sunday,Other
Health,Medicine,4 paracetamol tablets,10.0,0,Sunday,Cash
Money transfer,Home,,10000.0,0,Sunday,Other
Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),100.0,21,Monday,Other
Transportation,auto,ola auto - Current Residence to McD,65.0,12,Monday,Cash
Food,Eggs,4 eggs,22.0,9,Monday,Other
Food,Grocery,Dahi 2 packets,20.0,21,Sunday,Cash
Transportation,Travels,2 Neeta travels : Place A to pune,895.0,21,Sunday,Other
Household,Appliances,Laptop repair,1000.0,15,Sunday,Cash
Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000.0,15,Sunday,Other
Food,snacks,Chicken roll kasha,100.0,14,Sunday,Cash
Transportation,Train,Place 0 to Place 4 return,20.0,14,Sunday,Cash
Food,Milk,milk 1lit ,64.0,13,Saturday,Other
Health,Medicine,Hospital consultation,556.0,13,Saturday,Card
Transportation,auto,ola auto - Current Residence to hospital Place 6,97.0,9,Saturday,Other
Transportation,auto,2 Place 0 to Current Residence,30.0,16,Friday,Cash
Health,Medicine,Hospital consultation,167.0,15,Friday,Card
Health,Hospital,Hospital consultation,3050.0,11,Friday,Card
Transportation,Train,2 Place 0 to Place 6 return,20.0,11,Friday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,11,Friday,Cash
Food,Dinner,Non veg overloaded pizza,215.0,20,Thursday,Card
Food,Lunch,Chicken lollypop 4 pcs,203.0,20,Thursday,Card
Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200.0,6,Thursday,Cash
Tourism,Trip,Tours and Travel,20000.0,19,Tuesday,Other
Food,snacks,Garlic bread + periperi masala fries,248.0,21,Monday,Card
Food,Eggs,4 eggs,22.0,10,Monday,Other
Food,Milk,milk 1lit ,64.0,10,Monday,Other
Household,Appliances,For tata sky installation (100 rs given by Family ),200.0,16,Sunday,Cash
Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065.0,15,Sunday,Other
Food,Grocery,Amul butter,52.0,12,Sunday,Other
Food,Milk,milk 1lit ,64.0,14,Saturday,Other
Other,Other,CA  - income tax filing,1000.0,13,Friday,Other
Food,Milk,Half lit  milk,33.0,8,Friday,Other
Food,Grocery,,88.0,19,Thursday,Other
Food,snacks,Puri packet of 50 pcs,50.0,19,Thursday,Cash
subscription,Mobile Service Provider,Annual recharge,2545.0,15,Thursday,Card
Food,Milk,Half lit  milk,32.0,12,Thursday,Other
Food,Eggs,4 eggs,22.0,8,Wednesday,Other
Food,Milk,Half lit  milk,32.0,8,Wednesday,Other
Food,beverage,Thumbs up 250ml,20.0,21,Tuesday,Other
Food,Water,5 litres can,70.0,21,Tuesday,Other
Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43.0,21,Tuesday,Cash
Food,Grocery,potato 1kg,35.0,21,Tuesday,Other
Household,Hardware,Pakad,240.0,20,Tuesday,Other
Household,Hardware,Umbrella,540.0,20,Tuesday,Other
Food,Grocery,onion 2.5 kg,55.0,20,Tuesday,Cash
Transportation,auto,2 Place 0 to Current Residence,30.0,22,Monday,Cash
Apparel,Laundry,9 clothes ironing,63.0,22,Monday,Other
Food,beverage,Lemon tea,60.0,16,Monday,Other
Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0,16,Monday,Card
Transportation,Train,2 Place 0 to TB returns,40.0,12,Monday,Other
Food,snacks,Gupta bhel,25.0,19,Saturday,Other
Food,Milk,Half lit  milk,32.0,13,Saturday,Other
Food,Ice cream,chocobar,15.0,20,Friday,Other
Gift,Other,farewell contribution,500.0,0,Thursday,Other
Food,Milk,milk 1lit ,64.0,0,Thursday,Other
Food,Ice cream,chocobar,15.0,0,Tuesday,Other
Education,Stationary,Black Ball pen,10.0,0,Tuesday,Other
Family,Pocket money,,5000.0,0,Tuesday,Other
Family,Pocket money,,1500.0,0,Tuesday,Cash
Food,Rajgira ladu,2 packets,50.0,0,Saturday,Other
Household,Kirana,,2923.0,0,Thursday,Card
Food,beverage,sugarcane juice,20.0,0,Thursday,Other
Food,snacks,Vadapav,20.0,0,Thursday,Other
Transportation,Bus,2 Place 3m to Mumbai vidyapeeth,12.0,0,Thursday,Other
Transportation,Train,2 Place 0 to Place 3 returns,80.0,0,Thursday,Other
Transportation,auto,2 Current Residence to Place 0,30.0,0,Thursday,Other
Food,Grocery,Pizza base packet - Patil dairy,30.0,0,Monday,Other
Food,Eggs,4 eggs,26.0,0,Monday,Other
Food,Milk,milk 1lit ,64.0,0,Monday,Other
Food,Dinner,Paneer mutter Rs.90+ 5 chapati Rs.25,115.0,0,Sunday,Other
Food,Grocery,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100.0,0,Sunday,Other
Food,Dinner,veg fried rice 1 full,180.0,0,Sunday,Other
Food,Lunch,Catering Service (1 bhaji 30 + 3 chapti 15),45.0,0,Sunday,Other
Food,Grocery,Dalich peeth pav kg,25.0,0,Friday,Other
subscription,Edtech Course,,2700.0,0,Friday,Other
Transportation,auto,Place 1 bridge to Current Residence 2 seats,60.0,0,Friday,Other
Food,Bread,,35.0,0,Friday,Other
Food,Milk,milk 1lit ,64.0,0,Friday,Other
Other,Other,Devi Temple,5.0,0,Tuesday,Other
subscription,Newspaper,,170.0,0,Tuesday,Other
Food,Ice cream,7 mava kulfie,140.0,0,Tuesday,Other
Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1711.0,0,Saturday,Other
Money transfer,Home,,10000.0,0,Saturday,Other
Gift,Other,Forrest essential perfume,4800.0,8,Friday,Other
Beauty,grooming,Shaving,60.0,19,Thursday,Other
Transportation,auto,Place 2 station to hospital 2 seat,50.0,7,Thursday,Cash
Transportation,Train,2 Place 0 to tilaknagar single side,30.0,22,Wednesday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,22,Wednesday,Cash
Food,Lunch,Chicken lollypop 4 pcs,186.5,13,Wednesday,Other
Food,Grocery,5rs mirchi + crack-jack,15.0,10,Wednesday,Other
Family,Pocket money,,1500.0,9,Wednesday,Other
maid,Other,House Cleaning + washing utensils,2000.0,9,Wednesday,Cash
Health,Medicine,Cough-sills 4 pcs,12.0,9,Tuesday,Cash
Food,snacks,2 kachori,24.0,11,Monday,Other
Food,Grocery,Dahi 2 packets,20.0,11,Monday,Other
Food,Milk,milk 1lit ,64.0,11,Monday,Other
Transportation,Train,Place 0 to WS return,10.0,13,Sunday,Cash
Food,Milk,milk 1lit ,64.0,9,Saturday,Other
Food,Grocery,Shengdane pav kg,35.0,9,Friday,Other
Other,Other,Credit Card fee,590.0,9,Friday,Other
Food,Milk,milk 1lit ,64.0,23,Thursday,Other
Gift,Other,Forrest essential after shave,1595.0,23,Thursday,Other
Food,Eating out,Taco Bell veg combo,261.0,23,Thursday,Other
Transportation,train,2 Place 0 to WS returns,20.0,23,Thursday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,23,Thursday,Cash
Gift,Other,Cupcake mould,250.0,21,Tuesday,Other
Food,Grocery,Shev bhaji sev pav kg,60.0,10,Monday,Other
Food,flour mill,M D sure 3kg atta,141.0,10,Monday,Cash
Food,Grocery,Amul malai paneer pav kg,80.0,10,Monday,Other
Food,breakfast,Bread,18.0,10,Monday,Other
Food,Milk,milk 1lit ,64.0,10,Monday,Other
Transportation,Bus,H to kala circle,12.0,20,Sunday,Cash
Transportation,Bus,Kala circle to H,15.0,20,Sunday,Cash
Food,Milk,milk 1lit ,64.0,10,Saturday,Other
Gift,Other,Jeff kellar's winning attitude,137.0,23,Friday,Other
Food,Milk,milk 1lit ,64.0,19,Friday,Other
Other,Other,Courier,50.0,19,Thursday,Other
Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,29.0,19,Thursday,Other
Food,Milk,milk 1lit ,64.0,20,Tuesday,Other
Beauty,grooming,hair cut,100.0,0,Monday,Other
Food,Milk,milk 1lit ,64.0,0,Monday,Other
Health,Medicine,Covaxin booster dose,386.0,0,Friday,Other
Transportation,train,2 Kushinagar express (LTT to Place 2),501.0,0,Friday,Other
subscription,Newspaper,TOI,170.0,0,Friday,Other
Transportation,auto,2 Place 0 to Current Residence,30.0,0,Sunday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,0,Sunday,Cash
Culture,Movie,2 tickets - Cinepolis 4DX 3D,760.0,0,Sunday,Cash
Food,breakfast,Bread,35.0,0,Sunday,Other
Food,Milk,milk 1lit ,64.0,0,Sunday,Other
Food,Eggs,6 pcs,35.0,0,Sunday,Other
Household,Kitchen,Sanjori mould,26.0,0,Thursday,Cash
Education,Stationary,Print out,3.0,0,Tuesday,Cash
Food,snacks,2 Veg puff,40.0,0,Tuesday,Cash
Food,Milk,milk 1lit ,64.0,0,Tuesday,Other
Food,Dinner,Chicken Biryani 120+ dal rice 60,180.0,0,Saturday,Cash
Food,chocolate,2 Cadbury dairy milk,20.0,0,Saturday,Cash
Health,Medicine,3 Sinarest,18.0,0,Saturday,Cash
Health,Medicine,Sofy antibacterial,190.0,0,Saturday,Other
Family,Pocket money,,2500.0,0,Saturday,Other
Food,vegetables,Pav kg Simla mirch 20 + Hari mirch 5,25.0,0,Thursday,Other
Food,Milk,milk 1lit ,64.0,0,Thursday,Other
Food,beverage,sugarcane juice,20.0,0,Monday,Other
Household,Kirana,Supermart,267.0,0,Monday,Other
Food,Lunch,Non veg overloaded pizza,242.95,0,Monday,Other
subscription,Edtech Course,,2700.1,0,Monday,Other
Food,snacks,Vadapav,20.0,0,Monday,Other
Food,flour mill,M D sure 3kg atta,141.0,0,Monday,Other
Food,snacks,2 kachori,24.0,0,Friday,Other
Food,Milk,milk 1lit ,65.0,0,Friday,Other
maid,Other,,1000.0,0,Friday,Cash
Money transfer,Home,,10000.0,0,Friday,Other
Apparel,Clothing,undergarments pair of Jockey,655.0,20,Wednesday,Other
Food,Dinner,5 chapati,25.0,19,Tuesday,Other
Transportation,auto,2 Place 0 to Current Residence,30.0,19,Tuesday,Cash
Food,beverage,Slice + Pepsi,40.0,17,Tuesday,Cash
Food,Lunch,2 veg Frankie,120.0,17,Tuesday,Cash
Household,Kitchen,Crockery,275.0,17,Tuesday,Cash
Food,Tea,2 tea,34.0,11,Tuesday,Other
Transportation,Train,2 Place 0 to Place P return,80.0,9,Tuesday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,9,Tuesday,Cash
Food,Grocery,Half kg potato + half kg banana,35.0,9,Monday,Other
Education,Stationary,Xerox,30.0,9,Monday,Cash
Food,Milk,milk 1lit ,64.0,9,Monday,Other
Household,Kirana,,996.0,20,Sunday,Other
Food,snacks,2 kachori,24.0,20,Sunday,Other
Food,vegetables,,45.0,19,Sunday,Cash
Food,Grocery,Mango 1 kg,140.0,19,Sunday,Other
Food,Grocery,,30.0,19,Sunday,Cash
Food,vegetables,,60.0,19,Sunday,Other
Food,breakfast,Medu vada 1 plate + dal vada 1,70.0,19,Sunday,Other
Food,Milk,milk 1lit ,64.0,18,Saturday,Other
Education,Stationary,Print outs+ Xerox,20.0,13,Saturday,Other
Food,vegetables,Pav kg tomato,20.0,13,Saturday,Other
Food,snacks,Ragda Puri,30.0,8,Thursday,Cash
Transportation,Train,Place 0 to Vikhroli single,15.0,8,Thursday,Cash
subscription,Cable TV,,261.0,8,Wednesday,Other
Food,snacks,Samosa pav @ kurla,15.0,8,Wednesday,Cash
Transportation,Train,Place 0 to Vikhroli return,30.0,8,Wednesday,Cash
Food,Milk,milk 1lit ,64.0,8,Wednesday,Other
Food,snacks,Gupta bhel,25.0,22,Tuesday,Other
Household,Kirana,Rasna orange,46.0,22,Tuesday,Cash
Education,Stationary,White board pen 25 + duster 50,75.0,22,Tuesday,Other
Food,flour mill,M D sure 2kg atta,88.0,17,Monday,Other
Household,Appliances,3 pin Holder,50.0,17,Monday,Other
Food,beverage,Coke 750ml,40.0,9,Monday,Other
Food,beverage,sugarcane juice,15.0,9,Monday,Other
Transportation,Train,2 Place 0 to Place 4 return,30.0,15,Sunday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,15,Sunday,Cash
Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,15,Sunday,Cash
Transportation,auto,Decathlon to station,20.0,9,Sunday,Cash
subscription,Cable TV,Monthly recharge,261.0,0,Sunday,Other
Food,Dinner,pav bhaji + 5 pav extra,219.0,16,Thursday,Other
Food,Tea,,10.0,16,Thursday,Cash
Food,vegetables,,60.0,16,Thursday,Other
Food,Lunch,Bhai poli,45.0,16,Thursday,Other
Food,breakfast,Poha,25.0,11,Thursday,Other
Beauty,grooming,Shaving,50.0,11,Thursday,Cash
Food,Milk,milk 1lit ,64.0,11,Thursday,Other
Food,Tea,,10.0,11,Thursday,Cash
Food,Tea,,5.0,14,Wednesday,Cash
Food,Ice cream,Vanila family pack,99.0,14,Wednesday,Other
Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210.0,14,Wednesday,Other
Food,Tea,,10.0,10,Wednesday,Cash
Food,Tea,,10.0,19,Tuesday,Cash
Beauty,grooming,Razor Blade,247.0,14,Tuesday,Other
Food,Lunch,Non veg combo meal,234.0,13,Tuesday,Other
Food,Tea,,5.0,13,Tuesday,Cash
subscription,Newspaper,March 210 + April 170,380.0,20,Monday,Other
Food,Dinner,Veg cheese grill sandwich,100.0,19,Monday,Cash
Food,breakfast,Poha 25+ tea 10,35.0,19,Monday,Other
Household,Kirana,Shev bhaji sev,50.0,20,Sunday,Other
Food,Lunch,Non veg overloaded pizza,242.0,14,Sunday,Other
Food,Dinner,Non veg overloaded pizza,242.0,20,Saturday,Other
Food,Tea,,10.0,18,Saturday,Cash
Food,Lunch,4 chapati,20.0,18,Saturday,Other
Food,Tea,,5.0,10,Saturday,Cash
Food,breakfast,Medu vada 1 plate,35.0,10,Saturday,Other
Food,Tea,,10.0,0,Tuesday,Cash
Food,Lunch,4 chapati,20.0,0,Tuesday,Other
Food,Tea,,10.0,0,Tuesday,Cash
Family,Pocket money,,5000.0,0,Tuesday,Other
Food,Lunch,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233.0,0,Sunday,Other
subscription,Tata Sky,,230.0,0,Sunday,Other
Food,Tea,,10.0,0,Sunday,Cash
Beauty,grooming,Body hair removal cream,318.0,0,Sunday,Other
Education,Stationary,Courier,100.0,0,Thursday,Other
Education,Stationary,Xerox,12.0,0,Thursday,Other
Education,Stationary,2 envelope,24.0,0,Thursday,Other
Food,Dinner,4 chapati,20.0,0,Thursday,Other
Food,snacks,Sweet bread cake 85 + veg puff 2,125.0,0,Thursday,Cash
Food,Lunch,Dudhi 30 + 3 chapati,45.0,0,Thursday,Other
Food,breakfast,Tea + 2 kachori,34.0,0,Thursday,Other
Food,Ice cream,Cornetto butterscotch,40.0,0,Tuesday,Cash
Food,Tea,,10.0,0,Tuesday,Cash
Food,Dinner,4 chapati,20.0,0,Tuesday,Other
Food,Lunch,Chana masala 30 + 3 chapati,45.0,0,Tuesday,Other
Food,Dinner,Egg fry + chicken lollypop,191.0,0,Saturday,Other
Food,breakfast,Poha 25+ tea 10,35.0,0,Saturday,Other
Food,Dinner,Aloo mutter sabji,30.0,0,Wednesday,Other
Food,snacks,Chicken manchow soup,98.0,0,Wednesday,Other
subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,0,Wednesday,Other
Food,breakfast,Double omlet pav + tea,45.0,0,Wednesday,Other
Food,Dinner,5 chapati,25.0,0,Monday,Cash
Food,snacks,Veg puff,20.0,0,Monday,Cash
Food,Tea,,10.0,0,Monday,Cash
Food,Lunch,Paneer masala + hara bhara kabab 6 pcs,330.0,0,Monday,Other
Food,Dinner,Bhendi masala 30 + 3 chapati,45.0,0,Friday,Other
Food,beverage,sugarcane juice,20.0,0,Friday,Cash
Food,breakfast,Bread,33.0,0,Friday,Other
subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,0,Wednesday,Other
Transportation,auto,Place 0 to Current Residence,15.0,0,Sunday,Cash
Transportation,Train,40 Place 0 to Place 3 return+ 20 single,60.0,0,Sunday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,0,Sunday,Cash
Transportation,Train,Place 0 to Place 6 return,10.0,0,Sunday,Cash
Household,Kitchen,Gas stove elica 3 burner,8825.0,0,Sunday,Other
Gift,Other,Decathlon shoes,1811.0,0,Sunday,Other
Transportation,train,Place 3 to Place 2 sevagram,1100.0,0,Sunday,Cash
subscription,Edtech Course,,2700.1,0,Sunday,Other
Health,Medicine,Q-dee strip,40.0,0,Sunday,Other
Apparel,Footwear,Puma Troy mu running shoes,2421.0,0,Sunday,Other
Food,Tea,2 cups,20.0,0,Sunday,Other
Food,Milk,milk 1lit ,64.0,0,Sunday,Other
maid,Other,,1000.0,0,Thursday,Cash
Food,Dinner,2 Fried rice,321.0,0,Thursday,Other
Transportation,auto,2 Place 0 to Current Residence,30.0,0,Thursday,Cash
Transportation,Train,2 Place 0 to WS single,10.0,0,Thursday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,0,Thursday,Cash
Apparel,Clothing,Shorts for Family,399.0,0,Thursday,Other
Apparel,Clothing,H&M Tshirt for Family,599.0,0,Thursday,Other
Other,Other,To savings account,100.0,0,Thursday,Other
Food,flour mill,M D sure 1kg atta,47.0,0,Thursday,Other
Money transfer,Other,,10000.0,0,Thursday,Other
Food,Ice cream,chocobar,10.0,23,Sunday,Other
Transportation,auto,2 Place 0 to Current Residence,30.0,21,Sunday,Cash
Food,fruits,6 bananas,25.0,21,Sunday,Cash
Food,Dinner,Chicken lollypop 8 pcs,221.0,21,Sunday,Other
Food,snacks,2 Pani Puri+ 1 samosa chat,110.0,19,Sunday,Cash
Food,Grocery,Chota bread,17.0,8,Sunday,Other
Food,Milk,milk 1lit ,64.0,8,Sunday,Other
Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30.0,11,Friday,Other
subscription,Netflix,1 month subscription,149.0,11,Friday,Other
Food,Milk,milk 1lit ,64.0,9,Thursday,Other
Gift,Other,farewell contribution,385.0,11,Wednesday,Other
Food,snacks,2 kachori,24.0,10,Tuesday,Other
Transportation,auto,Place 6 station to college,10.0,9,Tuesday,Cash
Transportation,Train,2 Place 0 to Place 6 return,20.0,9,Tuesday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,9,Tuesday,Cash
Food,Milk,milk 1lit ,64.0,9,Tuesday,Other
Other,Other,Family's Wristwatch repair,170.0,23,Monday,Other
Food,vegetables,Ladyfinger pav kg,15.0,23,Sunday,Other
Food,snacks,2 Veg puff,40.0,23,Sunday,Other
Food,beverage,sugarcane juice,20.0,9,Saturday,Other
Transportation,Train,Place 0 to Vikhroli return,30.0,9,Saturday,Other
Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,7,Saturday,Other
Health,Medicine,Q-dee strip,40.0,20,Friday,Other
subscription,Cable TV,Monthly recharge,261.0,0,Friday,Other
Household,Kirana,Smart point,621.68,20,Thursday,Other
Food,Milk,milk 1lit ,64.0,14,Thursday,Other
Food,Ice cream,Raspberry dolly,20.0,18,Tuesday,Other
Food,Milk,milk 1lit ,64.0,13,Tuesday,Other
Food,Dinner,"The X restaurant, Place 1",1076.0,19,Monday,Other
Family,clothes,H&M clothes,1497.0,19,Monday,Other
subscription,Tata Sky,,192.0,16,Sunday,Other
Family,Pocket money,,5000.0,20,Friday,Other
Food,breakfast,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,125.0,0,Monday,Other
Food,beverage,sugarcane juice,20.0,0,Wednesday,Other
Transportation,train,Place 6 to Place 2 - 3Tier AC cancellation charges,213.6,0,Sunday,Other
Food,Ice cream,chocobar (25)+ chocolate cup (20),45.0,0,Tuesday,Other
Food,snacks,1 chicken shawarma,60.0,0,Saturday,Other
subscription,Edtech Course,,2700.1,0,Saturday,Other
Food,snacks,egg roll,40.0,0,Wednesday,Cash
Food,Grocery,Half kg potato,10.0,0,Wednesday,Cash
Food,Grocery,Sambar masala (32)+ 2 milkybar,52.0,0,Wednesday,Cash
Money transfer,Other,,10000.0,0,Wednesday,Other
Transportation,Train,2 Place 0 to dadar return,60.0,21,Friday,Cash
Transportation,Taxi,siddhivinayak to shiv sena bhavan,30.0,21,Friday,Cash
Transportation,Taxi,Dadar West to siddhivinayak,30.0,21,Friday,Cash
Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0,21,Friday,Cash
Transportation,auto,Place 4 station to Place 4 plaza,15.0,21,Friday,Cash
Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500.0,21,Friday,Cash
Transportation,auto,Place 0 to Current Residence,15.0,21,Friday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,10,Friday,Cash
Household,Kirana,,245.0,20,Thursday,Other
Food,beverage,Soda water,12.0,11,Tuesday,Cash
Household,Appliances,USB cord,260.0,21,Monday,Other
Food,Milk,milk 1lit ,60.0,21,Monday,Other
Household,Kirana,Smart,786.0,19,Sunday,Other
Food,Milk,milk 1 lit,60.0,13,Sunday,Other
Food,Grocery,Dahi 2 packets,20.0,14,Saturday,Cash
Health,Medicine,Tablet,29.0,14,Saturday,Other
Health,Medicine,Jel,110.0,14,Saturday,Other
Transportation,Travels,Place 2 to Place 1,900.0,14,Saturday,Other
Health,Hospital,Doctor Fees,150.0,13,Saturday,Cash
Food,Milk,milk 1 lit,60.0,9,Saturday,Cash
Family,Pocket money,,3000.0,22,Thursday,Other
Food,beverage,3 sugarcane juice,60.0,22,Thursday,Other
Other,Other,Fifa 21 pc,1499.0,13,Thursday,Other
Transportation,auto,2 Place 0 to Current Residence,20.0,23,Wednesday,Cash
Transportation,auto,,50.0,23,Wednesday,Cash
Household,Furniture,Mattress advance,500.0,23,Wednesday,Cash
Transportation,auto,within city,33.0,23,Wednesday,Cash
Transportation,Bus,2 Place 6 to Place 7,18.0,23,Wednesday,Cash
Transportation,Train,2 Place 0 to WS returns,20.0,23,Wednesday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,23,Wednesday,Cash
Transportation,Travels,Place 6 to Place 2,600.0,6,Wednesday,Other
Household,Appliances,2 Spike guard,450.0,11,Monday,Other
subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,13,Sunday,Other
Food,snacks,2 samosa (32) + 25 Pani Puri,57.0,9,Saturday,Cash
Food,Grocery,,160.0,9,Saturday,Other
Food,fruits,Grapes + apple + guava,310.0,9,Saturday,Cash
subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820.0,20,Thursday,Other
Household,Kitchen,drainage powder,50.0,6,Wednesday,Cash
Household,Kirana,2 toast+ 2 parle g + Marie gold,111.0,6,Wednesday,Cash
Food,Ice cream,2 softy,40.0,6,Wednesday,Cash
Household,Hardware,2 bath stool,300.0,20,Tuesday,Cash
Food,Grocery,,100.0,21,Monday,Cash
Household,Hardware,Wall hanging clipboard,400.0,21,Monday,Cash
Beauty,grooming,hair cut,100.0,21,Monday,Cash
Household,Hardware,ceiling fans repair,1600.0,14,Monday,Cash
Transportation,auto,2 Place 0 to Current Residence,30.0,0,Sunday,Cash
Food,beverage,2 sugarcane juice,40.0,0,Sunday,Cash
Food,Lunch,pav bhaji pav(90) + 4 pav extra(40),130.0,0,Sunday,Cash
Culture,Movie,2 Batman tickets,440.0,0,Sunday,Cash
Transportation,Train,2 Place 0 to Place 4 return,40.0,0,Sunday,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,0,Sunday,Cash
Transportation,auto,2 Place 0 to Current Residence,30.0,0,Friday,Cash
Transportation,Train,2 Place 0 to WS returns,20.0,0,Friday,Cash
Food,snacks,bhel + shev puri,60.0,0,Friday,Cash
Food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200.0,0,Friday,Other
Transportation,Travels,2 Place 2 to Place 1,1599.98,0,Tuesday,Other
subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,0,Tuesday,Other
Food,Milk,milk 1lit ,62.0,0,Tuesday,Other
Food,snacks,3 plate kachori,72.0,0,Tuesday,Other
Food,beverage,2 orange juices,100.0,0,Sunday,Cash
Food,Grocery,2 Schwan chutteny + 2 cheese cube + amul butter,100.0,0,Sunday,Other
Food,Ice cream,naturals,150.0,0,Thursday,Other
Food,fruits,1 kg apple + grapes 0.5 kg,190.0,0,Monday,Cash
Food,Grocery,,105.0,0,Monday,Cash
Food,Ice cream,vanilla ice cream cups 2,20.0,0,Monday,Other
Food,Milk,milk 1lit ,62.0,0,Monday,Other
subscription,Edtech Course,,2700.1,0,Monday,Other
Food,Milk,milk 1lit ,62.0,0,Saturday,Cash
Food,breakfast,2 plate medu vada + 2 pcs dal vada,45.0,0,Saturday,Cash
Apparel,Footwear,footwear repair,10.0,0,Wednesday,Cash
Household,Toiletries,plastic kharata + brush,140.0,0,Wednesday,Cash
Food,Grocery,,949.0,0,Wednesday,Other
Transportation,auto,Place 0 to sec 21,30.0,0,Wednesday,Cash
